Uniprot	GN	PN	Strain	Factor	median.k	mad.k
P06909	Cfh	Complement factor H (Protein beta-1-H)	dba	iso	0.466016	0.5588705178
P06909	Cfh	Complement factor H (Protein beta-1-H)	fvb	ctrl	1.0783205	0.5639380446
P06909	Cfh	Complement factor H (Protein beta-1-H)	fvb	iso	0.620313	0.3757175268
P07146	Prss2	Anionic trypsin-2 (EC 3.4.21.4) (Anionic trypsin II) (Pretrypsinogen II) (Serine protease 2)	fvb	iso	0.031689	0
P07309	Ttr	Transthyretin (Prealbumin)	c57	ctrl	0.70625	0
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	aj	ctrl	0.0626035	0.0104063694
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	aj	iso	0.072644	0.0075108516
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	balbc	ctrl	0.076642	0.0061312923
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	balbc	iso	0.0666625	0.0107236458
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	c57	ctrl	0.059766	0.0090483078
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	c57	iso	0.065503	0.010496808
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	cej	ctrl	0.0650755	0.0096598803
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	cej	iso	0.069653	0.0124879398
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	dba	ctrl	0.062146	0.00841523759999999
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	dba	iso	0.052563	0.0076917288
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	fvb	ctrl	0.061902	0.0044344566
P07310	Ckm	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (M-CK)	fvb	iso	0.0644045	0.00717133620000001
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	aj	ctrl	0.068188	0
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	aj	iso	0.1136595	0.0422600304
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	balbc	ctrl	0.0769775	0.0133478478
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	balbc	iso	0.1689575	0.0536612244
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	c57	ctrl	0.050763	0.0112662774
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	c57	iso	0.111279	0.0141158346
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	cej	ctrl	0.067395	0.0097280799
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	cej	iso	0.138013	0.0242523708
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	dba	ctrl	0.0769775	0.0106332072
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	dba	iso	0.199902	0.057191295
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	fvb	ctrl	0.066724	0.0049770882
P07356	Anxa2	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	fvb	iso	0.120557	0.017012835
P07724	Alb	Serum albumin	aj	ctrl	0.2796145	0.0790885557
P07724	Alb	Serum albumin	aj	iso	0.2556885	0.0548369262
P07724	Alb	Serum albumin	balbc	ctrl	0.2937745	0.0760121607
P07724	Alb	Serum albumin	balbc	iso	0.2245605	0.0293191563
P07724	Alb	Serum albumin	c57	ctrl	0.195508	0.0387299598
P07724	Alb	Serum albumin	c57	iso	0.193311	0.0474165132
P07724	Alb	Serum albumin	cej	ctrl	0.275952	0.0720306384
P07724	Alb	Serum albumin	cej	iso	0.26875	0.0628007121
P07724	Alb	Serum albumin	dba	ctrl	0.2175415	0.0516708339
P07724	Alb	Serum albumin	dba	iso	0.2198	0.0407210916
P07724	Alb	Serum albumin	fvb	ctrl	0.2260255	0.0414446004
P07724	Alb	Serum albumin	fvb	iso	0.210889	0.048503259
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	aj	ctrl	1.050977	0.1983555714
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	aj	iso	0.570508	0.1230676608
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	balbc	ctrl	0.599805	0.2678524464
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	balbc	iso	0.5836915	0.1357364778
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	c57	ctrl	0.319287	0.0709446339
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	c57	iso	0.5407225	0.1172766252
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	cej	ctrl	0.687695	0.1462332858
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	cej	iso	0.758984	0.1896675354
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	dba	ctrl	0.55708	0.0760114194
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	dba	iso	0.603223	0.0890427320999999
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	fvb	ctrl	0.58125	0.2229696966
P07759	Serpina3k	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	fvb	iso	0.5768555	0.0875949732000001
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	aj	ctrl	0.135205	0.0130305714
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	aj	iso	0.189648	0.0441607236
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	balbc	ctrl	0.186475	0.0595441812
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	balbc	iso	0.17146	0.0557420535
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	c57	ctrl	0.108105	0.019725993
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	c57	iso	0.143567	0.0226222521
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	cej	ctrl	0.142285	0.0247935198
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	cej	iso	0.175488	0.050675268
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	dba	ctrl	0.129956	0.0101350536
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	dba	iso	0.176587	0.0516700926
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	fvb	ctrl	0.154248	0.053751663
P07901	Hsp90aa1	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	fvb	iso	0.1425905	0.0471007194
P07934	Phkg1	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	aj	ctrl	0.273145	0
P07934	Phkg1	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	aj	iso	0.222852	0
P07934	Phkg1	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	c57	iso	0.258496	0
P07934	Phkg1	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	cej	ctrl	0.191113	0.0282331518
P07934	Phkg1	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	cej	iso	0.225781	0
P07934	Phkg1	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	fvb	iso	0.232373	0
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	aj	iso	0.156689	0.0720306384
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	balbc	ctrl	0.2146725	0.0323955513
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	balbc	iso	0.224316	0
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	c57	ctrl	0.1237915	0.0508554039
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	c57	iso	0.193799	0.115828125
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	cej	iso	0.1462525	0.0476885703
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	dba	ctrl	0.192578	0.00651454440000001
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	dba	iso	0.224561	0.0760121607
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	fvb	ctrl	0.211377	0.0255185112
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	fvb	iso	0.207593	0.1080459576
P08030	Aprt	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	aj	iso	0.154004	0
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	aj	iso	0.123059	0
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	balbc	ctrl	0.031628	0.010496808
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	balbc	iso	0.030881	0.0073522134
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	c57	ctrl	0.0507015	0.0180069183
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	c57	iso	0.047101	0.0199987914
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	cej	ctrl	0.069562	0.0622580805
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	cej	iso	0.064771	0.031401468
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	dba	ctrl	0.039899	0
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	dba	iso	0.050122	0
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	fvb	ctrl	0.031567	0.0091387464
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	fvb	iso	0.030957	0.000361754399999997
P08074	Cbr2	Carbonyl reductase [NADPH] 2 (EC 1.1.1.184) (Adipocyte protein P27) (AP27) (Lung carbonyl reductase) (LCR) (NADPH-dependent carbonyl reductase 2)	balbc	ctrl	0.116284	0
P08074	Cbr2	Carbonyl reductase [NADPH] 2 (EC 1.1.1.184) (Adipocyte protein P27) (AP27) (Lung carbonyl reductase) (LCR) (NADPH-dependent carbonyl reductase 2)	balbc	iso	0.112744	0.0106776852
P08074	Cbr2	Carbonyl reductase [NADPH] 2 (EC 1.1.1.184) (Adipocyte protein P27) (AP27) (Lung carbonyl reductase) (LCR) (NADPH-dependent carbonyl reductase 2)	c57	iso	0.124646	0.0071490972
P08074	Cbr2	Carbonyl reductase [NADPH] 2 (EC 1.1.1.184) (Adipocyte protein P27) (AP27) (Lung carbonyl reductase) (LCR) (NADPH-dependent carbonyl reductase 2)	cej	ctrl	0.154553	0.00461533380000001
P08074	Cbr2	Carbonyl reductase [NADPH] 2 (EC 1.1.1.184) (Adipocyte protein P27) (AP27) (Lung carbonyl reductase) (LCR) (NADPH-dependent carbonyl reductase 2)	dba	ctrl	0.135693	0.00470577239999997
P08074	Cbr2	Carbonyl reductase [NADPH] 2 (EC 1.1.1.184) (Adipocyte protein P27) (AP27) (Lung carbonyl reductase) (LCR) (NADPH-dependent carbonyl reductase 2)	dba	iso	0.133862	0
P08074	Cbr2	Carbonyl reductase [NADPH] 2 (EC 1.1.1.184) (Adipocyte protein P27) (AP27) (Lung carbonyl reductase) (LCR) (NADPH-dependent carbonyl reductase 2)	fvb	ctrl	0.138867	0
P08074	Cbr2	Carbonyl reductase [NADPH] 2 (EC 1.1.1.184) (Adipocyte protein P27) (AP27) (Lung carbonyl reductase) (LCR) (NADPH-dependent carbonyl reductase 2)	fvb	iso	0.1650515	0.1092224007
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	aj	ctrl	0.240552	0.0793606128
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	aj	iso	0.205762	0.0734791386
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	balbc	ctrl	0.22627	0.10496808
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	balbc	iso	0.1970945	0.0656057913
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	c57	ctrl	0.156201	0.0829796394
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	c57	iso	0.158643	0.057191295
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	cej	ctrl	0.1660885	0.0750165948
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	cej	iso	0.1688965	0.0481407633
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	dba	ctrl	0.1532105	0.0879115083
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	dba	iso	0.2348145	0.0792701742
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	fvb	ctrl	0.2270015	0.079993683
P08113	Hsp90b1	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	fvb	iso	0.176465	0.0723923928
P08121	Col3a1	Collagen alpha-1(III) chain	balbc	iso	0.054639	0
P08121	Col3a1	Collagen alpha-1(III) chain	dba	iso	0.046765	0
P08122	Col4a2	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	aj	ctrl	0.029156	0
P08122	Col4a2	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	aj	iso	0.072095	0.00669690420000001
P08122	Col4a2	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	balbc	iso	0.057965	0.0067413822
P08122	Col4a2	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	c57	ctrl	0.0265475	0.0013350813
P08122	Col4a2	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	c57	iso	0.0695925	0.0173293701
P08122	Col4a2	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	cej	iso	0.079541	0.0093211062
P08122	Col4a2	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	dba	ctrl	0.038373	0.0114249156
P08122	Col4a2	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	dba	iso	0.150586	0.0372814596
P08122	Col4a2	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	fvb	iso	0.046521	0.0028050792
P08207	S100a10	Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11)	dba	ctrl	0.0854	0
P08207	S100a10	Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11)	dba	iso	0.2645995	0.1436987811
P08226	Apoe	Apolipoprotein E (Apo-E)	aj	iso	1.600781	0
P08226	Apoe	Apolipoprotein E (Apo-E)	balbc	ctrl	63.9972655	93.8526341697
P08226	Apoe	Apolipoprotein E (Apo-E)	balbc	iso	1.229688	0.13899375
P08226	Apoe	Apolipoprotein E (Apo-E)	c57	ctrl	3.489453	2.6379857322
P08226	Apoe	Apolipoprotein E (Apo-E)	c57	iso	1.9367185	0.9092511519
P08226	Apoe	Apolipoprotein E (Apo-E)	cej	ctrl	2.883008	3.7687573392
P08226	Apoe	Apolipoprotein E (Apo-E)	cej	iso	2.1320315	0.6775949019
P08226	Apoe	Apolipoprotein E (Apo-E)	dba	ctrl	1.2047855	1.1778271071
P08226	Apoe	Apolipoprotein E (Apo-E)	dba	iso	2.8625	0.4633125
P08226	Apoe	Apolipoprotein E (Apo-E)	fvb	ctrl	1.7746095	0.4082939553
P08226	Apoe	Apolipoprotein E (Apo-E)	fvb	iso	2.1046875	0.8788459911
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	aj	ctrl	0.059277	0.0181425762
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	aj	iso	0.0552185	0.0055197198
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	balbc	ctrl	0.079602	0.034566819
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	balbc	iso	0.0593995	0.0064248471
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	c57	ctrl	0.039288	0.00321131159999999
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	c57	iso	0.04794	0.019659276
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	cej	ctrl	0.060925	0.004388496
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	cej	iso	0.061719	0.0170113524
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	dba	ctrl	0.053998	0.0113678355
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	dba	iso	0.0533265	0.0073974327
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	fvb	ctrl	0.0696225	0.0099541764
P08228	Sod1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	fvb	iso	0.059949	0.0138445188
P08249	Mdh2	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	aj	ctrl	0.0310185	0.0049318689
P08249	Mdh2	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	aj	iso	0.037427	0.0072847551
P08249	Mdh2	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	balbc	ctrl	0.03877	0.0076917288
P08249	Mdh2	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	balbc	iso	0.03407	0.0059948931
P08249	Mdh2	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	c57	ctrl	0.02934	0.0045693732
P08249	Mdh2	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	c57	iso	0.0306595	0.003936303
P08249	Mdh2	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	cej	ctrl	0.032758	0.0043899786
P08249	Mdh2	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	cej	iso	0.033215	0.0067858602
